Symbol,Last_Price,Volume_Avg,VWAP,Last_Updated
DALBHARAT,2158.0,23178.8,2167.89,15:09:22
DATAPATTNS,2963.5,114476.33,2961.87,15:20:42
DBREALTY,234.77,4261225.68,235.95,15:20:42
DCMSHRIRAM,1371.4,276529.63,1360.43,15:20:42
DEEPAKFERT,1613.1,724679.25,1623.05,15:20:42
DEEPAKNTR,1977.9,125193.75,1970.58,15:20:42
DELHIVERY,395.2,770230.42,393.91,15:26:18
DEVYANI,172.31,1618478.39,173.19,15:26:18
DIVISLAB,6879.0,45188.98,6889.47,15:26:19
DIXON,15433.0,403708.41,15456.2,15:26:19
DLF,828.95,460504.81,834.58,15:26:19
DMART,4237.8,107850.97,4258.41,15:26:19
DOMS,2453.7,12647.53,2455.62,15:26:19
DRREDDY,1310.7,284693.8,1305.79,15:26:19
ECLERX,3409.8,10493.43,3407.32,15:26:22
EICHERMOT,5698.0,72800.5,5685.86,15:26:22
EIDPARRY,1094.7,66238.0,1090.68,15:26:22
EIHOTEL,368.9,47022.85,367.79,15:20:45
ELECON,645.3,167849.18,644.6,15:20:45
ELGIEQUIP,532.85,126966.0,532.6,15:26:22
EMAMILTD,576.85,597607.62,576.9,15:20:45
EMCURE,1242.3,42759.27,1241.99,15:20:45
ENDURANCE,2657.2,89156.62,2670.65,15:26:22
ENGINERSIN,235.8,2354728.58,238.23,15:26:22
ERIS,1732.8,88474.33,1735.62,15:26:22
ESCORTS,3345.4,53908.48,3313.1,15:26:22
ETERNAL,258.9,13033717.0,257.93,15:26:22
EXIDEIND,386.05,613779.28,385.42,15:26:22
FACT,927.45,56770.85,932.01,15:26:22
FEDERALBNK,214.83,1341398.33,215.5,15:26:22
FINCABLES,966.05,51295.6,966.87,15:26:25
FINPIPE,204.59,508241.2,205.87,15:26:22
FIRSTCRY,372.15,2298313.5,370.61,15:26:25
FIVESTAR,775.25,240444.82,769.48,15:26:25
FLUOROCHEM,3497.6,99849.79,3504.95,15:20:48
FORTIS,805.6,564565.09,805.48,15:20:48
FSL,370.3,245000.2,370.1,15:20:48
GAIL,193.21,5592589.75,193.55,15:20:48
GESHIP,1022.85,401974.13,1023.82,15:20:48
GICRE,377.6,273827.46,378.1,15:26:25
GILLETTE,10747.0,13158.0,10796.32,15:26:25
GLAND,1874.5,77635.62,1871.22,15:26:25
GLAXO,3278.6,42021.53,3308.08,15:26:25
GLENMARK,1858.8,600676.11,1859.36,15:26:25
GMDCLTD,396.65,402577.25,398.76,15:26:25
GMRAIRPORT,90.07,4951020.72,90.09,15:26:25
GNFC,552.0,136002.23,553.09,15:26:25
GODFRYPHLP,8525.0,36014.14,8548.98,15:26:28
GODIGIT,334.45,87941.0,334.22,15:26:28
GODREJAGRO,784.8,66161.25,786.8,15:26:28
GODREJCP,1269.2,4626386.0,1259.48,15:26:28
GODREJIND,1165.0,80988.2,1155.09,15:26:28
GODREJPROP,2306.7,316556.42,2306.55,15:20:51
GPIL,183.13,341933.63,183.12,15:20:51
GPPL,157.18,355243.79,156.86,15:20:51
GRANULES,492.65,209010.08,493.62,15:26:28
GRAPHITE,554.8,204185.77,556.59,15:26:28
GRASIM,2782.5,102913.94,2787.02,15:26:28
GRAVITA,1831.7,65028.89,1832.76,15:26:28
GRSE,2885.5,550984.6,2901.76,15:26:28
GSPL,332.7,69760.83,333.26,15:26:28
GUJGASLTD,483.95,96061.56,487.64,15:26:28
GVT&D,2349.7,92148.0,2343.61,15:26:28
HAL,5013.0,511142.75,5017.61,15:26:31
HAPPSTMNDS,644.25,135460.75,646.67,15:26:31
HAVELLS,1536.8,386684.0,1543.86,15:26:31
HBLENGINE,636.0,1121327.89,636.97,15:26:31
HCLTECH,1708.8,540556.83,1711.77,15:26:31
HDFCAMC,4997.0,182326.67,5015.43,15:26:31
HDFCBANK,1986.4,2752912.79,1989.13,15:20:55
HDFCLIFE,791.2,897903.85,787.29,15:20:55
HEG,489.5,246021.42,492.04,15:26:31
HEROMOTOCO,4321.8,172805.43,4310.97,15:26:31
HFCL,83.4,2901306.62,83.58,15:26:31
HINDALCO,692.95,1077913.02,691.09,15:26:31
HINDCOPPER,274.3,987700.13,274.59,15:26:34
HINDPETRO,450.05,4148192.11,445.9,15:26:31
HINDUNILVR,2409.8,1563965.79,2406.96,15:26:31
HINDZINC,437.35,1102696.92,439.13,15:26:31
HOMEFIRST,1396.0,86462.67,1366.84,15:26:34
HONASA,296.1,140290.25,296.35,15:26:34
HONAUT,40715.0,1957.93,40718.49,15:26:34
HSCL,488.5,566871.83,493.63,15:26:34
HUDCO,227.4,1378158.56,228.27,15:26:34
HYUNDAI,2099.1,207355.89,2086.94,15:20:58
ICICIBANK,1435.7,2401767.48,1433.56,15:20:58
ICICIGI,2023.0,329147.06,2032.85,15:26:34
ICICIPRULI,665.35,466892.16,664.0,15:26:34
IDBI,101.2,6664304.84,101.26,15:26:34
IDEA,7.27,195418073.52,7.34,15:26:34
IDFCFIRSTB,77.59,14028089.24,77.7,15:26:34
IEX,199.27,1919958.38,198.34,15:26:34
IFCI,61.98,2615127.4,62.15,15:26:35
IGIL,393.0,1039051.9,390.88,15:26:35
IGL,227.58,1478159.86,226.19,15:26:38
IIFL,487.25,3597639.44,489.24,15:26:38
IKS,1559.0,78368.09,1572.46,15:26:38
INDGN,566.65,142866.58,568.59,15:26:38
INDHOTEL,738.25,1150208.0,738.97,15:26:38
INDIACEM,345.7,142286.96,342.24,15:15:21
INDIAMART,2537.8,33828.44,2548.5,15:15:21
INDIANB,643.95,549584.24,649.88,15:21:01
INDIGO,5748.0,202103.61,5750.43,15:26:38
INDUSINDBK,854.65,2274293.11,856.62,15:26:38
INDUSTOWER,408.45,4686895.15,410.61,15:26:38
INFY,1626.9,1308610.44,1629.18,15:26:38
INOXINDIA,1240.3,27379.1,1242.98,15:26:38
INOXWIND,176.06,1940909.28,176.69,15:26:38
INTELLECT,1148.4,133280.45,1145.26,15:26:38
IOB,39.85,3280639.96,39.89,15:26:38
IOC,154.05,11912546.6,153.28,15:26:41
IPCALAB,1455.5,122536.18,1456.6,15:26:41
IRB,49.1,4658087.8,49.22,15:26:41
IRCON,196.15,1470151.33,197.03,15:09:45
IRCTC,784.35,495245.47,783.4,15:26:41
IREDA,167.18,2440767.14,166.92,15:15:25
IRFC,138.68,3357424.34,139.02,15:15:25
ITC,416.1,3418445.05,416.26,15:21:04
ITI,323.05,116822.85,323.92,15:26:41
J&KBANK,111.18,1397354.77,111.97,15:26:41
JBCHEPHARM,1630.7,158101.34,1633.62,15:26:41
JBMA,632.7,110999.77,640.11,15:26:41
JINDALSAW,232.3,453055.62,232.04,15:26:41
JINDALSTEL,952.0,338424.56,953.75,15:26:41
JIOFIN,328.4,7357301.95,328.19,15:26:41
JKCEMENT,6261.0,46824.67,6256.91,15:26:41
JKTYRE,367.95,272928.41,369.2,15:26:44
JMFINANCIL,167.19,2311027.73,166.37,15:26:44
JPPOWER,22.74,459928897.36,22.22,15:26:44
JSL,675.85,99323.4,673.75,15:21:07
JSWENERGY,510.25,2118873.06,511.88,15:26:44
JSWINFRA,306.0,684086.76,304.08,15:15:28
JSWSTEEL,1044.7,330223.03,1041.62,15:26:44
JUBLFOOD,684.25,1831324.5,685.98,15:21:07
JUBLINGREA,797.95,268912.14,796.04,15:26:44
JUBLPHARMA,1199.9,267581.74,1198.61,15:26:44
JUSTDIAL,916.1,79996.87,924.31,15:26:44
JWL,376.05,318509.3,379.07,15:26:44
JYOTHYLAB,353.15,2636207.35,356.83,15:26:44
JYOTICNC,1033.0,105643.7,1034.9,15:26:44
KAJARIACER,1166.0,90870.95,1162.64,15:26:44
KALYANKJIL,582.85,2872435.62,584.88,15:26:44
KANSAINER,249.1,50891.56,249.54,15:26:47
KARURVYSYA,269.75,961387.42,269.98,15:26:47
KAYNES,6162.0,89171.55,6188.95,15:26:47
KEC,888.15,118418.22,886.93,15:26:47
KEI,3801.8,98888.33,3809.7,15:21:11
KFINTECH,1260.0,487908.59,1266.11,15:26:47
KIMS,695.4,293558.16,683.04,15:15:31
KIRLOSBROS,2306.9,186482.86,2327.81,15:21:11
KIRLOSENG,846.2,64857.86,847.86,15:26:47
KNRCON,220.72,418232.89,221.22,15:26:47
KOTAKBANK,2156.0,813907.33,2142.12,15:26:47
KPIL,1179.9,49539.5,1176.33,15:26:47
KPITTECH,1269.7,267773.8,1268.28,15:26:47
KPRMILL,1151.7,206021.31,1156.46,15:26:47
LALPATHLAB,2849.0,52631.61,2846.11,15:26:47
LATENTVIEW,442.9,234512.96,442.6,15:26:47
LAURUSLABS,773.5,672934.19,771.78,15:26:50
LEMONTREE,138.51,557553.75,138.66,15:26:50
LICHSGFIN,607.35,209018.91,607.75,15:26:50
LICI,943.45,216350.0,943.22,15:26:50
LINDEINDIA,6674.0,14370.7,6675.05,15:21:14
LLOYDSME,1528.3,115327.05,1532.62,15:21:14
LODHA,1377.7,229249.84,1375.57,15:15:34
LT,3581.8,265545.15,3588.65,15:15:34
LTF,207.86,6528529.18,208.47,15:26:50
LTFOODS,484.2,473602.96,482.75,15:26:50
LTIM,5351.0,95618.19,5344.41,15:26:50
LTTS,4371.5,19082.87,4373.41,15:26:50
LUPIN,1978.0,237153.15,1975.84,15:26:50
M&M,3163.8,411116.44,3164.49,15:26:50
M&MFIN,268.05,1044609.63,268.22,15:26:50
MAHABANK,57.31,5441237.92,57.34,15:26:50
MAHSEAMLES,739.95,72749.22,740.36,15:26:53
MANAPPURAM,271.25,2980421.29,271.95,15:26:53
MANKIND,2410.6,196322.0,2418.8,15:26:53
MANYAVAR,814.0,130011.4,817.06,15:26:53
MAPMYINDIA,1780.1,13654.07,1746.87,15:21:17
MARICO,729.45,981886.32,732.18,15:21:17
MARUTI,12537.0,99197.83,12502.68,15:15:37
MASTEK,2571.1,114432.15,2563.29,15:15:37
MAXHEALTH,1297.8,272289.58,1300.74,15:26:53
MAZDOCK,3268.0,707096.0,3288.96,15:26:54
MCX,8756.0,289508.41,8774.2,15:26:54
MEDANTA,1199.5,102133.56,1196.46,15:26:54
METROPOLIS,1866.0,311769.27,1841.6,15:26:54
MFSL,1567.9,128416.87,1576.79,15:26:54
MGL,1538.8,377355.92,1541.74,15:26:54
MINDACORP,523.05,443105.88,521.94,15:26:54
MMTC,69.6,343543.32,69.75,15:26:57
MOTHERSON,155.09,3257661.53,155.07,15:26:57
MOTILALOFS,928.05,1034835.0,932.12,15:26:57
MPHASIS,2874.8,109765.18,2882.83,15:26:57
MRF,143135.0,1370.38,142720.77,15:21:20
MRPL,145.72,2225596.35,147.92,15:21:20
MSUMI,62.0,6871750.79,61.06,15:15:41
MUTHOOTFIN,2660.2,224925.47,2659.15,15:15:41
NAM-INDIA,780.2,221583.91,782.2,15:26:57
NATCOPHARM,971.3,983012.2,976.97,15:26:57
NATIONALUM,188.68,3127972.21,188.55,15:26:57
NAUKRI,1430.0,1324224.78,1429.19,15:26:57
NAVA,595.0,194357.73,598.91,15:26:57
NAVINFLUOR,4844.1,34452.57,4941.71,15:26:57
NBCC,115.85,2518865.35,116.22,15:26:57
NCC,222.57,802730.07,222.64,15:26:57
NESTLEIND,2421.3,191371.83,2414.28,15:27:00
NETWEB,1790.4,55956.06,1806.94,15:27:00
NETWORK18,56.26,1608049.44,56.33,15:27:00
NEULANDLAB,11783.0,9140.15,11785.32,15:27:00
NEWGEN,1117.0,74903.88,1117.84,15:27:00
NH,1987.7,120870.9,1990.47,15:21:24
NHPC,84.35,3613938.19,84.59,15:21:24
NIACL,186.77,149268.91,184.91,15:15:44
NIVABUPA,83.9,2432189.88,83.77,15:27:00
NLCINDIA,224.49,301894.98,224.72,15:27:00
NMDC,68.34,6657554.67,68.16,15:27:00
NSLNISP,39.91,1123655.11,39.92,15:27:00
NTPC,338.5,4569683.94,337.04,15:27:00
NTPCGREEN,106.91,3120569.73,107.08,15:27:00
NUVAMA,7497.5,467910.32,7473.45,15:27:00
NYKAA,201.45,10696803.59,201.39,15:27:00
OBEROIRLTY,1842.6,96404.12,1845.25,15:27:03
OFSS,9002.5,34072.5,9027.69,15:27:03
OIL,440.2,867230.07,442.28,15:27:03
OLAELEC,41.47,11859874.54,41.36,15:27:03
OLECTRA,1200.8,124463.0,1200.15,15:27:03
ONGC,241.35,2856559.1,242.34,15:27:03
PAGEIND,48880.0,6260.68,48762.58,15:21:27
PATANJALI,1652.2,606748.61,1640.93,15:21:27
PAYTM,917.7,776638.92,923.42,15:27:03
PCBL,401.9,352034.7,403.87,15:27:03
PEL,1155.0,80243.38,1154.76,15:27:03
PERSISTENT,5844.0,172771.58,5845.25,15:27:03
PETRONET,307.4,6259349.87,306.51,15:27:03
PFC,411.95,1476777.98,411.33,15:27:03
PFIZER,5830.0,40523.73,5810.96,15:27:03
PGEL,758.2,696513.26,759.81,15:27:03
PHOENIXLTD,1549.0,150151.33,1551.96,15:27:06
PIDILITIND,3065.0,93651.72,3054.34,15:27:06
PIIND,4165.0,35989.93,4156.54,15:27:06
PNB,112.41,9552965.8,112.36,15:27:06
PNBHOUSING,1088.9,199515.53,1085.71,15:21:30
PNCINFRA,301.1,147253.3,302.46,15:21:30
POLICYBZR,1825.0,395903.0,1803.24,15:21:30
POLYCAB,6695.5,117294.69,6699.83,15:21:30
POLYMED,2209.0,47268.1,2223.79,15:27:06
POONAWALLA,468.4,592481.98,466.9,15:27:06
POWERGRID,296.2,2726885.36,295.34,15:27:06
POWERINDIA,19545.0,33468.29,19638.53,15:27:06
PPLPHARMA,202.54,1294150.67,202.15,15:27:06
PRAJIND,496.2,197605.64,497.39,15:27:07
PREMIERENE,1041.1,268029.43,1039.25,15:27:07
PRESTIGE,1628.4,79419.33,1620.12,15:27:07
PTCIL,14739.0,5067.13,14721.83,15:27:07
PVRINOX,974.4,133943.33,967.74,15:27:10
RADICO,2628.8,32873.14,2618.34,15:27:10
RAILTEL,411.8,620640.9,414.34,15:27:10
RAINBOW,1573.2,41574.27,1565.93,15:21:33
RAMCOCEM,1085.0,89649.73,1081.19,15:21:33
RAYMOND,705.25,416605.7,705.03,15:15:53
RAYMONDLSL,1251.9,74041.91,1259.21,15:21:33
RBLBANK,254.2,2322443.5,252.8,15:15:54
RCF,154.11,493120.41,154.33,15:27:10
RECLTD,392.7,2098087.94,391.85,15:27:10
REDINGTON,309.9,782567.89,311.97,15:27:10
RELIANCE,1540.5,3228411.45,1540.14,15:27:10
RENUKA,33.39,5690675.82,33.28,15:27:10
RHIM,468.9,99939.58,472.09,15:27:10
RITES,281.75,378928.33,282.51,15:27:10
RKFORGE,655.3,145209.54,659.25,15:27:10
ROUTE,1008.8,32915.14,1009.79,15:27:13
RPOWER,0.0,0.0,0.0,Never
RRKABEL,1340.9,49531.05,1347.41,15:27:13
RTNINDIA,63.8,6771157.25,63.51,15:27:13
RVNL,389.4,2731471.63,390.26,15:27:13
SAGILITY,41.37,14421431.35,41.41,15:27:13
SAIL,133.31,2783684.24,133.13,15:15:57
SAILIFE,793.95,699215.29,797.59,15:15:57
SAMMAANCAP,123.65,3346938.25,123.37,15:15:57
SAPPHIRE,334.35,558960.04,331.15,15:27:13
SARDAEN,425.0,109102.64,426.72,15:27:13
SAREGAMA,490.0,62291.4,489.36,15:27:13
SBFC,112.55,1096931.3,112.38,15:27:13
SBICARD,908.85,572027.14,909.2,15:27:13
SBILIFE,1809.9,119947.13,1802.4,15:27:13
SBIN,806.9,1948098.5,807.31,15:27:13
SCHAEFFLER,3990.5,82980.3,3991.42,15:27:13
SCHNEIDER,0.0,0.0,0.0,Never
SCI,227.94,9117886.91,228.55,15:27:16
SHREECEM,31155.0,4954.14,31068.51,15:27:16
SHRIRAMFIN,671.35,807451.33,672.69,15:27:16
SHYAMMETL,873.05,73320.52,867.72,15:21:40
SIEMENS,3277.0,216687.57,3270.89,15:10:20
SIGNATURE,1234.4,147618.78,1240.92,15:16:00
SJVN,98.55,2051587.75,98.91,15:16:00
SKFINDIA,4943.1,18757.94,4943.96,15:16:00
SOBHA,1514.6,134426.12,1512.17,15:27:16
SOLARINDS,16708.0,95521.73,16735.42,15:27:16
SONACOMS,468.25,618982.34,470.04,15:27:16
SONATSOFTW,417.25,365188.32,414.82,15:27:16
SRF,3239.5,90220.51,3237.17,15:27:16
STARHEALTH,421.55,310734.36,421.25,15:27:16
SUMICHEM,554.1,427223.74,551.14,15:27:16
SUNDARMFIN,5146.5,8934.57,5136.0,15:27:16
SUNDRMFAST,1045.0,38192.88,1049.21,15:27:20
SUNPHARMA,1680.2,555389.13,1675.34,15:27:20
SUNTV,577.1,135977.14,580.98,15:27:20
SUPREMEIND,4267.1,21426.4,4257.59,15:27:20
SUZLON,65.79,22758566.96,65.6,15:27:20
SWANENERGY,447.35,428092.63,445.56,15:16:03
SWIGGY,376.5,2696754.4,380.52,15:16:03
SWSOLAR,308.8,624765.91,309.0,15:16:03
SYNGENE,635.05,161483.71,636.22,15:27:20
SYRMA,619.5,390554.58,613.32,15:27:20
TANLA,633.65,168654.49,637.98,15:27:20
TARIL,489.4,634361.68,485.25,15:27:20
TATACHEM,928.85,189401.59,930.66,15:27:20
TATACOMM,1763.4,121804.08,1767.48,15:27:20
TATACONSUM,1107.3,440766.57,1101.91,15:27:20
TATAELXSI,6177.0,47818.39,6174.96,15:27:23
TATAINVEST,6655.5,12702.72,6695.88,15:27:23
TATAMOTORS,688.9,3065760.21,688.58,15:27:20
TATAPOWER,401.25,3937767.11,400.76,15:27:23
TATASTEEL,162.77,10507283.53,162.3,15:27:23
TATATECH,703.85,285214.43,704.84,15:27:23
TBOTEK,1389.0,87682.96,1398.08,15:21:46
TCS,3410.8,744461.13,3418.76,15:16:06
TECHM,1624.5,704738.16,1625.35,15:21:46
TECHNOE,1576.0,116002.47,1572.33,15:27:23
TEJASNET,701.0,186786.12,702.31,15:27:23
THERMAX,3443.8,26018.98,3448.87,15:27:23
TIINDIA,2940.1,44560.49,2957.7,15:27:23
TIMKEN,3355.4,58451.73,3325.41,15:27:23
TITAGARH,947.95,699290.65,948.05,15:27:23
TITAN,3669.3,355858.12,3661.55,15:27:23
TORNTPHARM,3350.1,80403.76,3358.69,15:27:23
TORNTPOWER,1441.4,55236.28,1439.87,15:27:26
TRENT,5500.0,961367.64,5482.24,15:27:26
TRIDENT,31.1,3230743.9,31.21,15:27:26
TRITURBINE,636.0,1145230.78,644.3,15:27:26
TRIVENI,371.45,289851.38,375.46,15:21:49
TTML,0.0,0.0,0.0,Never
TVSMOTOR,2877.2,106619.17,2875.04,15:21:49
UBL,1990.0,38058.52,1990.37,15:16:10
UCOBANK,32.2,3513630.78,32.36,15:16:10
ULTRACEMCO,12351.0,65873.91,12362.02,15:27:26
UNIONBANK,152.0,4228571.56,152.36,15:27:26
UNITDSPR,1387.3,941646.0,1378.8,15:27:26
UNOMINDA,1090.8,128957.85,1094.86,15:27:26
UPL,679.8,497807.09,679.71,15:27:26
USHAMART,374.95,258672.9,371.37,15:27:26
UTIAMC,1306.1,205870.97,1311.67,15:27:26
VBL,463.5,2908339.0,461.92,15:27:26
VEDL,454.55,2124369.11,454.73,15:27:29
VGUARD,396.7,77128.46,395.1,15:27:29
VIJAYA,1010.05,61813.37,1012.48,15:27:29
VMM,127.35,8097289.33,127.56,15:21:52
VOLTAS,1367.0,367154.57,1356.29,15:27:29
VTL,497.8,55935.86,497.31,15:16:13
WAAREEENER,2914.9,399192.39,2952.33,15:16:13
WELCORP,922.6,183726.8,919.41,15:16:13
WELSPUNLIV,142.85,3450553.89,143.74,15:27:29
WESTLIFE,770.4,45412.21,767.82,15:27:29
WHIRLPOOL,1369.7,20874.41,1375.22,15:27:29
WIPRO,267.9,2358582.24,268.04,15:27:29
WOCKPHARMA,1700.3,255122.05,1721.93,15:27:29
YESBANK,20.02,28537136.21,20.05,15:27:29
ZEEL,144.79,7965711.03,144.77,15:27:29
ZENSARTECH,852.45,168672.1,852.76,15:27:29
ZENTEC,1929.0,175288.39,1920.45,15:27:29
ZFCVINDIA,13130.0,5751.8,13073.16,15:27:29
ZYDUSLIFE,998.8,166584.24,995.85,15:27:33
