Symbol,Last_Price,Volume_Avg,VWAP,Last_Updated
ASTRAL,1483.8,996102.0,1483.8,15:13:07
ASTRAZEN,9115.0,21615.67,9129.52,15:13:07
ATGL,659.5,631959.57,659.58,15:18:46
ATUL,7635.0,52725.4,7660.44,15:24:25
AUBANK,820.5,734807.58,819.08,15:24:24
AUROPHARMA,1191.0,1736223.64,1191.13,15:30:00
AWL,255.9,837030.29,256.63,15:30:00
AXISBANK,1175.2,3135121.71,1176.5,15:30:00
BAJAJ-AUTO,8430.0,151262.46,8424.51,15:30:00
BAJAJFINSV,1992.1,1348274.3,1993.2,15:30:00
BAJAJHFL,122.1,9232414.83,122.22,15:30:00
BAJAJHLDNG,14227.0,23827.0,14210.08,15:30:00
BAJFINANCE,926.0,9737373.5,924.71,15:30:04
BALKRISIND,2599.9,249806.0,2603.06,15:30:04
BALRAMCHIN,590.8,0.0,590.8,15:30:03
BANDHANBNK,179.5,0.0,179.5,15:30:03
BANKBARODA,240.79,10493376.0,240.82,15:30:04
BANKINDIA,117.83,6008686.25,117.87,15:30:04
BASF,5158.0,10656.29,5134.38,15:18:49
BATAINDIA,1239.1,53662.22,1239.12,15:18:49
BAYERCROP,6460.0,38928.77,6453.14,15:30:04
BBTC,1998.0,19835.15,1984.04,15:30:04
BDL,1974.0,3399557.33,1976.72,15:30:07
BEL,427.5,14379366.69,427.08,15:30:04
BEML,4530.0,1602469.73,4536.51,15:30:04
BERGEPAINT,596.0,320328.75,596.32,15:30:04
BHARATFORG,1313.8,900662.56,1309.05,15:30:04
BHARTIARTL,2018.3,1751990.33,2015.18,15:30:04
BHARTIHEXA,1900.9,96436.25,1903.37,15:30:07
BHEL,260.0,0.0,260.0,15:30:07
BIKAJI,735.0,192994.0,735.0,15:30:04
BIOCON,380.2,5970907.0,380.11,15:30:07
BLS,363.8,877152.5,363.29,15:24:31
BLUEDART,6679.0,14979.67,6698.97,15:18:52
BLUESTARCO,1843.0,1376283.33,1836.52,15:18:52
BOSCHLTD,35985.0,140346.8,35797.77,15:18:52
BPCL,345.1,11245714.5,344.12,15:30:07
BRIGADE,1076.0,323896.29,1071.4,15:30:07
BRITANNIA,5770.0,109364.93,5769.27,15:30:07
BSE,2639.0,11562390.31,2628.95,15:30:07
BSOFT,434.4,481257.55,434.94,15:30:07
CAMPUS,269.0,184689.09,269.51,15:30:07
CAMS,4219.9,222336.88,4210.57,15:30:07
CANBK,114.35,8546236.0,114.34,15:30:10
CANFINHOME,819.25,232671.0,818.39,15:30:10
CAPLIPOINT,2016.0,45158.0,2014.73,15:30:07
CARBORUNIV,1000.0,0.0,1000.0,15:30:10
CASTROLIND,221.15,0.0,221.15,15:30:10
CCL,880.1,265253.0,882.18,15:30:10
CDSL,1761.4,5042911.0,1760.39,15:18:55
CEATLTD,3610.0,60076.83,3612.62,15:18:55
CENTRALBK,39.52,4178802.0,39.55,15:18:55
CENTURYPLY,740.55,18417.0,733.02,15:30:10
CERA,6735.0,10713.83,6752.7,15:30:10
CESC,178.5,2487366.64,178.68,15:30:10
CGCL,166.3,1757535.0,165.93,15:30:10
CGPOWER,676.8,1657246.0,675.16,15:30:10
CHALET,887.0,249464.9,885.96,15:30:10
CHAMBLFERT,562.0,1068566.29,562.77,15:30:13
CHENNPETRO,762.0,16543385.67,768.09,15:30:13
CHOLAFIN,1527.9,1617713.67,1525.64,15:30:10
CHOLAHLDNG,2094.3,73812.0,2095.38,15:30:13
CIPLA,1512.0,0.0,1512.0,15:30:13
CLEAN,1476.0,0.0,1476.0,15:30:13
COALINDIA,386.1,3130377.33,385.8,15:30:13
COCHINSHIP,2057.7,1797827.6,2056.31,15:18:59
COFORGE,1950.7,761289.83,1948.07,15:18:59
COHANCE,1032.1,419062.64,1037.78,15:30:13
COLPAL,2447.5,200204.0,2442.43,15:30:16
CONCOR,598.5,2113824.08,599.44,15:30:13
CONCORDBIO,1737.0,50166.93,1741.43,15:30:13
COROMANDEL,2231.0,399140.64,2234.48,15:30:13
CRAFTSMAN,5889.0,319505.91,5893.46,15:30:13
CREDITACC,1279.0,6741876.3,1311.18,15:30:13
CRISIL,5850.0,55526.44,5857.07,15:30:13
CROMPTON,355.0,912965.67,354.69,15:30:16
CUB,216.82,1720596.0,215.54,15:30:16
CUMMINSIND,3351.0,196878.67,3348.03,15:30:16
CYIENT,1294.5,190577.0,1294.05,15:30:16
DABUR,495.0,0.0,495.0,15:30:16
DALBHARAT,2176.7,611436.5,2178.96,15:24:40
DATAPATTNS,2984.5,326270.5,2982.4,15:24:40
DBREALTY,230.74,2955841.5,230.7,15:30:16
DCMSHRIRAM,1355.0,2094937.89,1357.22,15:30:16
DEEPAKFERT,1709.9,286005.27,1711.53,15:30:16
DEEPAKNTR,1965.0,79329.83,1963.59,15:30:16
DELHIVERY,390.1,1083300.92,390.21,15:30:16
DEVYANI,173.09,7065952.0,172.63,15:30:16
DIVISLAB,6920.0,202571.62,6902.13,15:30:16
DIXON,15200.0,395725.62,15191.02,15:30:19
DLF,834.0,1038280.67,834.15,15:30:16
DMART,4261.8,395472.88,4261.56,15:30:19
DOMS,2455.0,20676.0,2458.07,15:30:19
DRREDDY,1310.0,1161593.5,1305.73,15:30:19
ECLERX,3395.1,25079.0,3395.1,15:24:40
EICHERMOT,5626.0,174399.0,5626.0,15:24:40
EIDPARRY,1094.2,173897.67,1095.64,15:24:40
EIHOTEL,366.25,117727.25,366.57,15:24:43
ELECON,646.0,256391.8,645.48,15:30:19
ELGIEQUIP,532.7,181230.38,530.5,15:30:19
EMAMILTD,563.5,246586.64,562.42,15:30:19
EMCURE,1249.9,5730579.15,1253.23,15:30:19
ENDURANCE,2789.7,81774.15,2789.24,15:30:19
ENGINERSIN,242.25,10928625.23,243.32,15:30:19
ERIS,1708.5,68811.64,1706.91,15:30:19
ESCORTS,3325.7,25736.38,3328.2,15:30:20
ETERNAL,261.2,10356442.43,261.78,15:30:23
EXIDEIND,384.45,1578984.75,383.6,15:30:22
FACT,938.0,132020.67,940.85,15:30:22
FEDERALBNK,215.5,4541865.5,215.48,15:30:22
FINCABLES,977.05,119503.0,977.05,15:24:43
FINPIPE,210.79,558178.0,210.79,15:24:44
FIRSTCRY,365.0,1332488.67,364.6,15:24:44
FIVESTAR,771.0,649968.0,772.75,15:24:44
FLUOROCHEM,3513.0,25899.5,3521.88,15:30:23
FORTIS,806.0,960956.5,807.25,15:30:23
FSL,370.95,522376.45,371.05,15:30:23
GAIL,193.1,10708236.08,193.32,15:30:23
GESHIP,1032.0,1106575.54,1033.55,15:30:23
GICRE,380.0,282632.17,379.79,15:30:23
GILLETTE,10700.0,10172.92,10713.68,15:30:23
GLAND,1870.0,99436.56,1868.99,15:30:23
GLAXO,3284.7,60286.62,3289.57,15:30:23
GLENMARK,1840.0,634142.83,1825.13,15:30:26
GMDCLTD,407.0,806025.33,406.67,15:30:26
GMRAIRPORT,89.83,16009566.0,89.83,15:24:47
GNFC,558.75,236512.0,558.75,15:24:47
GODFRYPHLP,8692.5,130095.0,8692.5,15:24:47
GODIGIT,337.25,323221.0,337.03,15:24:47
GODREJAGRO,780.2,137601.67,780.59,15:24:50
GODREJCP,1196.0,327437.33,1191.03,15:24:50
GODREJIND,1162.0,1093885.9,1170.48,15:30:26
GODREJPROP,2299.8,517374.08,2299.81,15:30:26
GPIL,182.7,720826.23,182.36,15:30:26
GPPL,157.1,643360.08,156.84,15:30:26
GRANULES,491.75,403794.75,492.06,15:30:26
GRAPHITE,564.05,286901.4,563.64,15:30:26
GRASIM,2802.9,227634.0,2801.23,15:30:26
GRAVITA,1855.0,151939.6,1851.72,15:30:26
GRSE,2974.5,1317461.17,2972.14,15:30:26
GSPL,334.85,259975.33,334.8,15:30:29
GUJGASLTD,489.1,267640.5,489.03,15:24:50
GVT&D,2345.2,245919.0,2350.1,15:30:29
HAL,4990.4,1641701.0,4992.08,15:24:50
HAPPSTMNDS,644.75,221967.5,644.82,15:24:50
HAVELLS,1577.4,571689.6,1577.72,15:24:50
HBLENGINE,630.8,948761.8,630.69,15:24:53
HCLTECH,1727.6,574299.12,1724.31,15:24:53
HDFCAMC,5027.0,170242.83,5018.32,15:30:29
HDFCBANK,1992.7,3224057.23,1987.54,15:30:29
HDFCLIFE,784.55,1229296.67,784.17,15:30:29
HEG,503.0,203515.69,505.25,15:30:29
HEROMOTOCO,4337.8,385641.36,4343.04,15:30:29
HFCL,84.48,5186904.82,84.5,15:30:29
HINDALCO,696.95,2267215.25,697.05,15:30:29
HINDCOPPER,277.2,2594438.0,276.76,15:30:32
HINDPETRO,445.0,3560389.0,442.39,15:30:29
HINDUNILVR,2341.3,1176502.0,2340.5,15:30:32
HINDZINC,444.5,1737083.0,444.5,15:30:32
HOMEFIRST,1351.9,88879.0,1352.91,15:30:32
HONASA,294.9,238458.0,295.67,15:24:56
HONAUT,40915.0,6005.25,40864.3,15:24:53
HSCL,499.35,932299.6,499.1,15:24:53
HUDCO,231.1,2409377.62,231.18,15:24:53
HYUNDAI,2063.6,547394.6,2065.52,15:30:32
ICICIBANK,1443.0,3652314.92,1440.67,15:30:32
ICICIGI,2035.0,328569.25,2035.54,15:30:32
ICICIPRULI,650.5,2424329.08,651.62,15:30:32
IDBI,101.04,4546348.5,101.15,15:30:32
IDEA,7.38,316637666.4,7.36,15:30:32
IDFCFIRSTB,77.95,26405101.0,77.82,15:30:32
IEX,197.5,4945226.43,197.12,15:30:32
IFCI,62.54,4375011.0,62.58,15:30:35
IGIL,381.0,1234610.0,380.91,15:30:35
IGL,226.72,12093879.0,226.4,15:30:35
IIFL,475.4,4099234.0,475.45,15:30:35
IKS,1595.6,170310.5,1594.96,15:24:56
INDGN,568.5,223636.5,566.76,15:24:56
INDHOTEL,747.45,2194786.2,746.5,15:24:56
INDIACEM,343.95,394056.17,344.35,15:24:59
INDIAMART,2549.9,167573.22,2545.61,15:30:35
INDIANB,650.15,946530.45,650.63,15:30:35
INDIGO,5756.5,286180.0,5755.04,15:30:35
INDUSINDBK,854.5,2225126.15,856.72,15:30:35
INDUSTOWER,423.5,3390977.55,424.31,15:30:35
INFY,1639.7,3211269.33,1637.8,15:30:35
INOXINDIA,1258.0,54880.11,1255.76,15:30:35
INOXWIND,180.06,7473403.14,179.79,15:30:35
INTELLECT,1126.0,113510.0,1128.65,15:30:38
IOB,39.9,5568080.5,39.96,15:30:38
IOC,151.8,17594134.5,151.24,15:30:38
IPCALAB,1427.0,94227.0,1426.35,15:30:38
IRB,49.45,7992695.0,49.48,15:30:38
IRCON,199.58,2528074.0,199.63,15:24:59
IRCTC,781.05,596257.6,780.52,15:24:59
IREDA,166.75,4816519.12,166.43,15:24:59
IRFC,139.28,5656735.45,139.12,15:30:38
ITC,412.7,6393489.55,412.36,15:30:38
ITI,326.65,212251.15,326.62,15:30:38
J&KBANK,114.1,2432931.46,113.95,15:30:38
JBCHEPHARM,1635.8,1074785.0,1638.25,15:30:38
JBMA,646.65,142355.91,646.11,15:30:38
JINDALSAW,233.51,1110710.64,232.44,15:30:38
JINDALSTEL,950.0,532167.5,948.81,15:30:38
JIOFIN,325.0,8229037.6,324.9,15:30:41
JKCEMENT,6239.5,35025.5,6253.92,15:30:42
JKTYRE,366.3,280266.0,367.21,15:30:41
JMFINANCIL,165.7,7473708.0,165.84,15:30:42
JPPOWER,18.93,65590611.0,18.96,15:30:42
JSL,678.65,586774.0,679.55,15:25:06
JSWENERGY,512.2,3135503.0,510.11,15:25:03
JSWINFRA,305.4,905146.0,305.52,15:25:03
JSWSTEEL,1040.0,849638.3,1040.47,15:30:42
JUBLFOOD,710.4,424595.08,707.93,15:30:42
JUBLINGREA,786.0,425484.83,788.61,15:30:42
JUBLPHARMA,1198.0,115320.92,1192.61,15:30:42
JUSTDIAL,934.05,415951.67,933.24,15:30:42
JWL,381.3,434717.5,381.11,15:30:42
JYOTHYLAB,342.0,281762.4,341.96,15:30:42
JYOTICNC,1036.0,335846.83,1036.03,15:30:42
KAJARIACER,1150.0,188051.8,1146.09,15:30:42
KALYANKJIL,587.0,2066967.25,585.49,15:30:42
KANSAINER,250.2,87596.5,250.18,15:30:45
KARURVYSYA,270.5,3169315.0,271.32,15:30:45
KAYNES,6155.0,182967.33,6156.38,15:30:45
KEC,899.9,228351.0,898.87,15:25:06
KEI,3783.0,296132.0,3782.02,15:25:06
KFINTECH,1291.7,926958.12,1293.5,15:25:06
KIMS,684.9,992147.33,683.61,15:25:09
KIRLOSBROS,2317.7,952724.22,2351.23,15:25:09
KIRLOSENG,854.05,389813.0,855.47,15:30:45
KNRCON,223.4,1607820.17,224.02,15:30:45
KOTAKBANK,2130.0,1422801.0,2127.34,15:30:45
KPIL,1192.4,42980.8,1190.75,15:30:45
KPITTECH,1264.0,479948.82,1263.9,15:30:45
KPRMILL,1185.0,806207.0,1186.51,15:30:45
LALPATHLAB,2844.0,210724.6,2844.9,15:30:45
LATENTVIEW,445.0,724150.25,445.13,15:30:45
LAURUSLABS,777.7,3065914.33,776.13,15:30:45
LEMONTREE,138.7,689157.5,138.51,15:30:48
LICHSGFIN,611.25,577094.25,610.75,15:30:48
LICI,942.0,669016.0,938.94,15:25:09
LINDEINDIA,6617.0,18267.33,6615.74,15:25:09
LLOYDSME,1552.0,246669.71,1554.75,15:25:12
LODHA,1371.9,353655.5,1363.67,15:25:09
LT,3593.2,531631.18,3590.69,15:25:09
LTF,205.59,9662414.09,205.74,15:25:12
LTFOODS,487.05,953068.91,487.35,15:30:48
LTIM,5310.0,132308.0,5316.63,15:30:48
LTTS,4383.8,53013.1,4387.66,15:30:48
LUPIN,1985.0,726516.1,1983.19,15:30:48
M&M,3162.0,817026.0,3156.2,15:30:48
M&MFIN,266.35,1291899.14,266.08,15:30:48
MAHABANK,57.41,13407446.5,57.46,15:30:48
MAHSEAMLES,747.05,288496.67,749.01,15:30:51
MANAPPURAM,275.25,5214386.75,276.38,15:30:51
MANKIND,2439.0,1017412.0,2439.07,15:30:51
MANYAVAR,827.7,1172083.25,828.61,15:30:51
MAPMYINDIA,1735.0,32549.25,1735.38,15:30:51
MARICO,728.0,5458061.0,727.68,15:30:51
MARUTI,12647.0,196728.2,12648.23,15:30:51
MASTEK,2542.0,262403.36,2544.09,15:25:12
MAXHEALTH,1296.4,928835.2,1296.13,15:30:51
MAZDOCK,3325.0,2231632.8,3331.95,15:30:51
MCX,8865.0,428273.64,8875.27,15:30:51
MEDANTA,1183.9,106464.2,1181.44,15:30:51
METROPOLIS,1771.0,80566.0,1773.92,15:30:51
MFSL,1585.2,724014.9,1589.88,15:30:51
MGL,1540.6,2681780.83,1544.17,15:30:51
MINDACORP,520.0,270351.75,520.42,15:30:54
MMTC,70.08,625626.2,70.09,15:30:51
MOTHERSON,153.81,3404514.75,153.93,15:30:54
MOTILALOFS,917.0,2039650.67,919.03,15:30:54
MPHASIS,2926.1,174354.75,2923.94,15:30:54
MRF,143850.0,3116.75,144031.56,15:30:54
MRPL,150.79,16461148.25,150.92,15:30:54
MSUMI,60.3,4245081.86,60.29,15:25:15
MUTHOOTFIN,2662.8,243028.0,2658.28,15:25:15
NAM-INDIA,790.0,386680.67,792.68,15:30:54
NATCOPHARM,1002.0,2224212.1,995.79,15:30:54
NATIONALUM,192.0,3243390.92,191.76,15:30:54
NAUKRI,1484.3,948303.0,1485.92,15:30:54
NAVA,610.0,461971.9,610.99,15:30:54
NAVINFLUOR,4940.0,32866.78,4907.14,15:30:54
NBCC,117.9,4808088.71,117.8,15:30:54
NCC,224.4,1045091.5,224.75,15:30:57
NESTLEIND,2392.0,306100.5,2391.28,15:30:57
NETWEB,1823.8,122426.0,1824.05,15:30:57
NETWORK18,56.45,5670619.33,56.48,15:30:57
NEULANDLAB,12014.0,61717.0,12001.51,15:30:57
NEWGEN,1132.1,138460.75,1132.28,15:30:57
NH,2010.0,363223.0,2007.97,15:25:18
NHPC,85.01,5696410.33,84.98,15:25:19
NIACL,185.79,390860.67,185.67,15:30:57
NIVABUPA,84.82,10100956.67,85.18,15:30:57
NLCINDIA,228.0,476964.5,227.34,15:30:57
NMDC,68.7,9328281.6,68.72,15:31:00
NSLNISP,40.5,1309250.8,40.48,15:30:57
NTPC,335.75,4242162.7,334.62,15:30:57
NTPCGREEN,106.45,4221527.0,106.62,15:30:57
NUVAMA,7310.0,689325.0,7286.44,15:30:57
NYKAA,198.4,6068890.0,198.24,15:31:00
OBEROIRLTY,1868.4,259265.0,1869.3,15:31:01
OFSS,9107.0,82059.5,9102.52,15:31:00
OIL,445.95,2907533.67,445.83,15:31:00
OLAELEC,41.68,77617911.5,41.68,15:31:01
OLECTRA,1199.7,125887.4,1199.28,15:25:22
ONGC,245.3,6690815.33,245.18,15:25:22
PAGEIND,48670.0,45126.5,48790.64,15:31:01
PATANJALI,1652.2,223651.33,1657.38,15:31:01
PAYTM,929.7,1729672.42,931.36,15:31:01
PCBL,408.9,389934.64,409.14,15:31:01
PEL,1155.0,194564.64,1156.42,15:31:01
PERSISTENT,5898.0,125606.8,5895.71,15:31:01
PETRONET,300.0,1678993.56,298.6,15:31:01
PFC,414.35,3044816.89,413.22,15:31:01
PFIZER,5793.0,51427.5,5786.86,15:31:04
PGEL,753.0,1154568.0,753.69,15:31:04
PHOENIXLTD,1541.0,358098.0,1541.87,15:31:04
PIDILITIND,3088.9,172378.5,3081.99,15:31:04
PIIND,4216.8,107819.5,4216.16,15:31:04
PNB,110.94,12308466.25,110.94,15:25:25
PNBHOUSING,1082.9,389866.25,1078.98,15:25:25
PNCINFRA,305.75,170453.0,306.36,15:25:25
POLICYBZR,1798.0,1053971.43,1791.64,15:31:04
POLYCAB,6705.0,399767.83,6705.39,15:31:04
POLYMED,2240.0,76853.58,2240.31,15:31:04
POONAWALLA,470.35,3746796.73,474.01,15:31:04
POWERGRID,294.7,12687647.3,294.14,15:31:04
POWERINDIA,19960.0,96901.18,19961.37,15:31:04
PPLPHARMA,203.6,5174609.56,203.59,15:31:04
PRAJIND,498.5,246464.0,497.34,15:31:04
PREMIERENE,1055.0,745130.14,1054.87,15:31:04
PRESTIGE,1615.1,207578.0,1612.43,15:31:07
PTCIL,14898.0,8475.67,14886.68,15:31:07
PVRINOX,976.0,165796.0,976.64,15:31:07
RADICO,2622.0,242707.0,2629.25,15:31:07
RAILTEL,418.5,1001266.5,418.82,15:25:28
RAINBOW,1604.8,293921.4,1601.39,15:25:28
RAMCOCEM,1093.0,491427.25,1092.14,15:25:28
RAYMOND,715.95,1441512.38,710.58,15:25:28
RAYMONDLSL,1276.9,620797.45,1287.21,15:31:07
RBLBANK,254.0,5993164.0,253.32,15:31:07
RCF,156.2,1038950.0,156.37,15:31:07
RECLTD,394.0,4751905.92,392.67,15:31:07
REDINGTON,312.45,1511158.27,311.17,15:31:07
RELIANCE,1528.1,5386612.91,1524.75,15:31:07
RENUKA,32.87,2479948.9,32.82,15:31:07
RHIM,478.7,189472.5,477.89,15:31:10
RITES,284.0,1153979.75,284.04,15:31:07
RKFORGE,665.35,376020.33,664.83,15:31:10
ROUTE,1016.6,76091.5,1018.78,15:31:10
RPOWER,0.0,0.0,0.0,Never
RRKABEL,1372.0,57396.33,1372.86,15:31:10
RTNINDIA,61.75,3859406.25,61.7,15:25:31
RVNL,390.85,2476319.5,391.34,15:25:32
SAGILITY,42.74,20214760.0,42.62,15:25:35
SAIL,134.6,6199761.29,134.63,15:25:32
SAILIFE,793.0,218052.0,792.13,15:31:10
SAMMAANCAP,123.97,33156648.17,123.24,15:31:10
SAPPHIRE,333.75,24250304.09,340.71,15:31:10
SARDAEN,432.0,109224.27,431.87,15:31:10
SAREGAMA,493.15,188857.09,494.83,15:31:10
SBFC,110.4,1505863.75,111.05,15:31:10
SBICARD,912.0,575528.33,909.62,15:31:10
SBILIFE,1796.4,586972.75,1798.4,15:31:10
SBIN,811.25,3408795.2,811.24,15:31:13
SCHAEFFLER,3930.0,48305.67,3932.42,15:31:10
SCHNEIDER,0.0,0.0,0.0,Never
SCI,221.05,1612807.5,221.28,15:31:13
SHREECEM,31300.0,10428.5,31336.28,15:25:35
SHRIRAMFIN,679.0,3266563.25,677.75,15:31:13
SHYAMMETL,877.25,207060.5,878.52,15:31:13
SIEMENS,3292.1,425344.0,3283.94,15:25:35
SIGNATURE,1250.0,257283.86,1250.29,15:25:35
SJVN,98.78,3786205.56,98.12,15:25:35
SKFINDIA,4949.0,49922.83,4956.01,15:31:13
SOBHA,1520.0,225262.7,1517.52,15:31:13
SOLARINDS,16856.0,68246.64,16833.4,15:31:13
SONACOMS,478.25,562418.67,477.88,15:31:13
SONATSOFTW,410.0,497568.1,410.36,15:31:13
SRF,3232.9,252012.5,3232.12,15:31:13
STARHEALTH,422.05,681001.0,422.84,15:31:13
SUMICHEM,533.9,343086.5,534.85,15:31:13
SUNDARMFIN,5168.0,14757.0,5165.66,15:31:16
SUNDRMFAST,1070.3,59760.0,1065.49,15:31:16
SUNPHARMA,1675.9,1000158.0,1678.63,15:31:16
SUNTV,590.0,145776.75,590.3,15:31:16
SUPREMEIND,4271.8,47655.75,4258.07,15:25:38
SUZLON,65.59,25099113.86,65.41,15:25:38
SWANENERGY,446.7,1232528.25,445.77,15:25:38
SWIGGY,382.75,7207272.4,384.81,15:25:38
SWSOLAR,309.35,1160413.4,309.84,15:31:16
SYNGENE,645.0,139108.58,644.2,15:31:16
SYRMA,608.0,715276.18,608.94,15:31:16
TANLA,639.0,166950.9,639.68,15:31:16
TARIL,471.2,384439.11,469.92,15:31:16
TATACHEM,939.0,901668.86,938.8,15:31:16
TATACOMM,1763.1,497146.5,1763.37,15:31:16
TATACONSUM,1089.5,402740.0,1088.23,15:31:19
TATAELXSI,6209.0,87304.5,6208.31,15:31:16
TATAINVEST,6749.5,14668.5,6753.62,15:31:19
TATAMOTORS,688.0,4308451.33,688.7,15:31:20
TATAPOWER,401.8,2972804.67,401.16,15:31:19
TATASTEEL,163.1,20612290.5,163.14,15:25:41
TATATECH,707.4,827325.0,707.74,15:25:41
TBOTEK,1422.4,122174.22,1424.92,15:25:41
TCS,3419.5,932438.4,3417.65,15:25:41
TECHM,1655.0,1200204.3,1654.07,15:31:20
TECHNOE,1575.5,174243.27,1575.24,15:31:20
TEJASNET,705.45,387438.55,704.7,15:31:20
THERMAX,3458.5,24491.55,3455.64,15:31:20
TIINDIA,2979.1,229726.27,2982.18,15:31:20
TIMKEN,3308.2,61163.2,3306.58,15:31:20
TITAGARH,941.5,1036765.17,937.08,15:31:20
TITAN,3686.9,554427.2,3685.62,15:31:20
TORNTPHARM,3369.4,373048.0,3373.25,15:31:20
TORNTPOWER,1442.3,143761.5,1438.85,15:31:23
TRENT,5487.0,6680141.25,5482.01,15:31:23
TRIDENT,31.24,6929328.67,31.22,15:31:23
TRITURBINE,645.6,1964599.75,646.87,15:31:23
TRIVENI,374.65,211600.25,374.88,15:31:23
TTML,0.0,0.0,0.0,Never
TVSMOTOR,2879.8,387074.0,2877.78,15:25:44
UBL,1976.3,51132.38,1978.38,15:25:44
UCOBANK,32.35,8263126.91,32.43,15:31:23
ULTRACEMCO,12505.0,148512.27,12475.74,15:31:23
UNIONBANK,152.82,7386512.64,153.0,15:31:23
UNITDSPR,1378.0,780181.0,1378.34,15:31:23
UNOMINDA,1098.6,215550.6,1097.15,15:31:23
UPL,681.3,2577742.4,680.83,15:31:23
USHAMART,370.3,397668.71,368.72,15:31:23
UTIAMC,1290.0,45731.5,1290.17,15:31:23
VBL,456.4,3703308.67,456.07,15:31:26
VEDL,459.05,3917324.0,458.94,15:31:26
VGUARD,394.4,521973.67,393.49,15:31:26
VIJAYA,1022.9,195886.0,1021.05,15:31:26
VMM,129.35,13690389.25,129.46,15:31:26
VOLTAS,1362.6,1656806.4,1364.18,15:25:48
VTL,501.8,83578.29,499.41,15:25:48
WAAREEENER,2978.3,815990.88,2974.3,15:25:48
WELCORP,931.25,265921.36,928.59,15:31:26
WELSPUNLIV,144.2,3996418.0,143.73,15:31:26
WESTLIFE,753.8,606857.36,760.33,15:31:26
WHIRLPOOL,1377.7,34516.0,1378.75,15:31:26
WIPRO,269.45,6218910.1,269.87,15:31:26
WOCKPHARMA,1724.8,498846.44,1732.6,15:31:26
YESBANK,20.05,49752117.0,20.04,15:31:26
ZEEL,147.38,38027903.14,147.01,15:31:26
ZENSARTECH,852.65,259426.0,851.27,15:31:26
ZENTEC,1938.0,303395.5,1936.47,15:31:29
ZFCVINDIA,13270.0,4206.57,13288.31,15:31:29
ZYDUSLIFE,1000.0,727521.0,1001.01,15:31:29
